video_filename,ipfs_cid,ipfs_gateway_url,page_key,file_path,page_md_file,level2_parent,not_on_any_page,video_description,source_url
2046380775579209982.mp4,QmPqpX8PjTgsPJvdUVn8MmPFBiZ75XxUPfXr8YjWDwjtFq,https://ipfs.io/ipfs/QmPqpX8PjTgsPJvdUVn8MmPFBiZ75XxUPfXr8YjWDwjtFq,Videos_Buckley_Kash,site/docs/Videos/buckley-carlson-kash-patel-valhalla.mdx,buckley-carlson-kash-patel-valhalla.mdx,Videos,false,Buckley Carlson dismantles FBI Director Kash Patel over Charlie Kirk assassination coverup — Valhalla pagan reference mocks devout Christian,https://x.com/FurkanGozukara/status/2046380775579209982?s=20
2046414464447287296.mp4,QmSS2HkEaF38xhE25ZsY9FUGmvcwwisnwRgKHxjvkdkZse,https://ipfs.io/ipfs/QmSS2HkEaF38xhE25ZsY9FUGmvcwwisnwRgKHxjvkdkZse,Locations_Goat_Island,site/docs/Locations/Goat_Island.mdx,Goat_Island.mdx,Locations,false,MJTruthUltra — Kash Valhalla quote + Goat Island / Valhalla Danish House (video 3 of 3),https://x.com/MJTruthUltra/status/2046416354454990874
2046414464447287296.mp4,QmSS2HkEaF38xhE25ZsY9FUGmvcwwisnwRgKHxjvkdkZse,https://ipfs.io/ipfs/QmSS2HkEaF38xhE25ZsY9FUGmvcwwisnwRgKHxjvkdkZse,Locations_Valhalla,site/docs/Locations/Valhalla.mdx,Valhalla.mdx,Locations,false,MJTruthUltra — Kash Valhalla quote + Goat Island / Valhalla Danish House (video 3 of 3),https://x.com/MJTruthUltra/status/2046416354454990874
2046416264562921472.mp4,QmfJ9f9ymnw6RvHYXzGbnL9rQeHPES7Pi6TQJQnbHqBEzG,https://ipfs.io/ipfs/QmfJ9f9ymnw6RvHYXzGbnL9rQeHPES7Pi6TQJQnbHqBEzG,Locations_Goat_Island,site/docs/Locations/Goat_Island.mdx,Goat_Island.mdx,Locations,false,MJTruthUltra — Kash Valhalla quote + Goat Island / Valhalla Danish House (video 2 of 3),https://x.com/MJTruthUltra/status/2046416354454990874
2046416264562921472.mp4,QmfJ9f9ymnw6RvHYXzGbnL9rQeHPES7Pi6TQJQnbHqBEzG,https://ipfs.io/ipfs/QmfJ9f9ymnw6RvHYXzGbnL9rQeHPES7Pi6TQJQnbHqBEzG,Locations_Valhalla,site/docs/Locations/Valhalla.mdx,Valhalla.mdx,Locations,false,MJTruthUltra — Kash Valhalla quote + Goat Island / Valhalla Danish House (video 2 of 3),https://x.com/MJTruthUltra/status/2046416354454990874
2046416264567140352.mp4,QmchuzwZemj9rh5Z4fAPVP36KL8fqWYd4UTm5djnJRJZpc,https://ipfs.io/ipfs/QmchuzwZemj9rh5Z4fAPVP36KL8fqWYd4UTm5djnJRJZpc,Locations_Goat_Island,site/docs/Locations/Goat_Island.mdx,Goat_Island.mdx,Locations,false,MJTruthUltra — Kash Valhalla quote + Goat Island / Valhalla Danish House (video 1 of 3),https://x.com/MJTruthUltra/status/2046416354454990874
2046416264567140352.mp4,QmchuzwZemj9rh5Z4fAPVP36KL8fqWYd4UTm5djnJRJZpc,https://ipfs.io/ipfs/QmchuzwZemj9rh5Z4fAPVP36KL8fqWYd4UTm5djnJRJZpc,Locations_Valhalla,site/docs/Locations/Valhalla.mdx,Valhalla.mdx,Locations,false,MJTruthUltra — Kash Valhalla quote + Goat Island / Valhalla Danish House (video 1 of 3),https://x.com/MJTruthUltra/status/2046416354454990874
2047113133903495513.mp4,Qmf861VfyBj9LHr5yLVhN1ugZG6B1ZppVgWUY5HFVyrz3g,https://ipfs.io/ipfs/Qmf861VfyBj9LHr5yLVhN1ugZG6B1ZppVgWUY5HFVyrz3g,Mic_SEAL_Testimony,site/docs/Mic/rob-oneill-navy-seal-testimony.mdx,rob-oneill-navy-seal-testimony.mdx,Mic_Overview,false,Brig. Gen. Blaine Holt and Rob O Neill (bin Laden SEAL killer) on NEWSMAX discussing CK assassination,https://x.com/jamiburns45/status/2047113133903495513?s=20
2053805778952417528.mp4,QmNjgg3Trjfiq4YEK4XjDur9YyJF1xk8nhAkeCkXMoo41Y,https://ipfs.io/ipfs/QmNjgg3Trjfiq4YEK4XjDur9YyJF1xk8nhAkeCkXMoo41Y,Witness_Nick,site/docs/Witnesses/Nick.mdx,Nick.mdx,Witnesses_Overview,false,"UVU witness Nick interview — describes hearing pops/smaller calibre sounds, not rifle, and trajectory of shot",https://x.com/MuppetMasher/status/2053805778952417528
2055025567255191600.mp4,Qma3dQgv74Lr1W6yipQU8SUZYY7WNch7P18XQ9ah15rTP2,https://ipfs.io/ipfs/Qma3dQgv74Lr1W6yipQU8SUZYY7WNch7P18XQ9ah15rTP2,Israel,site/docs/Israel/overview.mdx,overview.mdx,,false,Russell Brand — 4:45 monologue tying Charlie Kirk and Israel themes,https://x.com/rustyrockets/status/2055025567255191600
2055445490003489041.mp4,QmRctS1DC9ZU8U9qzy9FVmCGmLDsCWKgNMgcapzcK5SsSQ,https://ipfs.io/ipfs/QmRctS1DC9ZU8U9qzy9FVmCGmLDsCWKgNMgcapzcK5SsSQ,Israel_billion,site/docs/Israel/billion.mdx,billion.mdx,Israel,false,Stew Peters segment alleging Charlie Kirk rejected a $1 billion Israeli offer (amplified by @FurkanGozukara),https://x.com/FurkanGozukara/status/2055445490003489041
2057560145379708956.mp4,QmRroFnN6ku7scJcNZXgTprhf8723Zic5oiBiRNogqHTRm,https://ipfs.io/ipfs/QmRroFnN6ku7scJcNZXgTprhf8723Zic5oiBiRNogqHTRm,Tent_Merrell,site/docs/Tent/Daniel_Merrell_Hardscape_Utah.mdx,Daniel_Merrell_Hardscape_Utah.mdx,Tent,false,Dan Merrell — contractor hired to pave Charlie Kirk crime scene — says Utah governor and Kash Patel FBI ordered the pave-over by Monday,https://x.com/ShadowofEzra/status/2057560145379708956
2057560145379708956.mp4,QmRroFnN6ku7scJcNZXgTprhf8723Zic5oiBiRNogqHTRm,https://ipfs.io/ipfs/QmRroFnN6ku7scJcNZXgTprhf8723Zic5oiBiRNogqHTRm,UVU_Pavers,site/docs/UVU/Pavers.mdx,Pavers.mdx,UVU,false,Dan Merrell — contractor hired to pave Charlie Kirk crime scene — says Utah governor and Kash Patel FBI ordered the pave-over by Monday,https://x.com/ShadowofEzra/status/2057560145379708956
2067372027623715212.mp4,QmThpacy26yaTjsRcPSVegJQTNzRRSyXt23tKWjPZcyn3s,https://ipfs.io/ipfs/QmThpacy26yaTjsRcPSVegJQTNzRRSyXt23tKWjPZcyn3s,UVU_Tent,site/docs/UVU/Tent.mdx,Tent.mdx,UVU,false,"Candace Owens exploding-mic theory explainer — soil excavation, paved-over tent, necklace search",https://x.com/ProjectConstitu/status/2067372027623715212
2068463186668605858.mp4,QmRiWzUfpwFu34KwtxnPTs84NkqVwLtm2RTtcLRRp7m22w,https://ipfs.io/ipfs/QmRiWzUfpwFu34KwtxnPTs84NkqVwLtm2RTtcLRRp7m22w,Home,site/docs/index.mdx,index.mdx,,false,Tucker Carlson: those who knew Charlie Kirk believe he was murdered for his evolving views on Israel,https://x.com/Partisangirl/status/2068463186668605858
2069185145555255370.mp4,QmYoW7YuVGkVpq9r67aufTqqLM9QQb7UjR27QMvwyjbq2y,https://ipfs.io/ipfs/QmYoW7YuVGkVpq9r67aufTqqLM9QQb7UjR27QMvwyjbq2y,Witness_Wrong_Witnesses,site/docs/Witnesses/wrong_witnesses.mdx,wrong_witnesses.mdx,Witnesses_Overview,false,Candace Owens covers alleged crisis actors and the mic-as-shaped-charge plan theory,https://x.com/realhonestash/status/2069185145555255370
2069185145555255370_source.mp4,QmS84Kqhk27iMFCMDx5YupSnPy5kh1HUiwUFaZsYmCsJQp,https://ipfs.io/ipfs/QmS84Kqhk27iMFCMDx5YupSnPy5kh1HUiwUFaZsYmCsJQp,Witness_Wrong_Witnesses,site/docs/Witnesses/wrong_witnesses.mdx,wrong_witnesses.mdx,Witnesses_Overview,false,Source clip - alleged crisis actors describing what they witnessed,https://x.com/realhonestash/status/2069185145555255370
2069350461573046382.mp4,QmbXGTeP3o1grnNNm5d5cMNsYPWeoXr4TNgkqyVS1U9m8q,https://ipfs.io/ipfs/QmbXGTeP3o1grnNNm5d5cMNsYPWeoXr4TNgkqyVS1U9m8q,Witness_Shot_To_Heart,site/docs/Witnesses/shot-to-the-heart.mdx,shot-to-the-heart.mdx,Witnesses_Overview,false,"Compilation of on-camera witness TV interviews describing Charlie Kirk shot in the heart/chest (shaped-charge ""shot to the heart"" theory).",https://x.com/MuppetMasher/status/2069350461573046382
2069566053353463951.mp4,QmaH8msKvgBjgsAYUSFegAo7JYCNUQUCeJCv6geZaFTfGC,https://ipfs.io/ipfs/QmaH8msKvgBjgsAYUSFegAo7JYCNUQUCeJCv6geZaFTfGC,Witness_Shot_In_Chest_Reversal,site/docs/Witnesses/Shot_in_Chest_Reversal.mdx,Shot_in_Chest_Reversal.mdx,Witnesses_Overview,false,"Witness lineup - Sara describes shot in chest, doubles down, then changes account on second station",https://x.com/CharlotteLee_88/status/2069566053353463951
2069566053353463951.mp4,QmaH8msKvgBjgsAYUSFegAo7JYCNUQUCeJCv6geZaFTfGC,https://ipfs.io/ipfs/QmaH8msKvgBjgsAYUSFegAo7JYCNUQUCeJCv6geZaFTfGC,Witnesses_Overview,site/docs/Witnesses/overview.mdx,overview.mdx,,false,"Witness lineup - Sara describes shot in chest, doubles down, then changes account on second station",https://x.com/CharlotteLee_88/status/2069566053353463951
2069997980002726099.mp4,QmTUAdM2AELmSag6in7A8AypCsSw6NKSQqFJj15gF28ZAj,https://ipfs.io/ipfs/QmTUAdM2AELmSag6in7A8AypCsSw6NKSQqFJj15gF28ZAj,Mic_Stew_Peters_AES,site/docs/Mic/Stew_Peters_Broke_AES_Mic.mdx,Stew_Peters_Broke_AES_Mic.mdx,Mic_Overview,false,"Stew Peters explains his exploding-mic thesis tying CK death to AES factory $440k DoD order, Hegseth SAM702 flight, and Elbit Systems",https://x.com/realstewpeters/status/2069997980002726099
2070467635578294609.mp4,QmcsVH1Qt1MomvqkB2giLRCtNWQ4tEC3PnEnK5BKnyLZX6,https://ipfs.io/ipfs/QmcsVH1Qt1MomvqkB2giLRCtNWQ4tEC3PnEnK5BKnyLZX6,Israel_Joshua_Peterson,site/docs/Israel/Mossad_TPUSA/Joshua_Peterson.mdx,Joshua_Peterson.mdx,Israel,false,Joshua Peterson TPUSA whistleblower testimony — alleged Israeli/Mossad recruitment at TPUSA training,https://x.com/ProjectConstitu/status/2070467635578294609
2070467635578294609.mp4,QmcsVH1Qt1MomvqkB2giLRCtNWQ4tEC3PnEnK5BKnyLZX6,https://ipfs.io/ipfs/QmcsVH1Qt1MomvqkB2giLRCtNWQ4tEC3PnEnK5BKnyLZX6,Israel_Mossad_TPUSA,site/docs/Israel/Mossad_TPUSA/overview.mdx,overview.mdx,Israel,false,Joshua Peterson TPUSA whistleblower testimony — alleged Israeli/Mossad recruitment at TPUSA training,https://x.com/ProjectConstitu/status/2070467635578294609
2070615710003589174.mp4,QmQ8y9mRxxJfGq8VgGb3LN2aet5MnHnAzLpHaoDobDWeLs,https://ipfs.io/ipfs/QmQ8y9mRxxJfGq8VgGb3LN2aet5MnHnAzLpHaoDobDWeLs,Mic_SUV_Transporting,site/docs/Mic/suv-transporting-charlie.mdx,suv-transporting-charlie.mdx,Mic_Overview,false,Candace Owens SUV photos montage — shattered tempered glass (RODE mic) on SUV floor,https://x.com/DiligentDenizen/status/2070615710003589174?s=20
2071072788132118610.mp4,QmbDwwYuPmjPjL84jM2XCum7EFrtc33pjWBhMdKMFCdPXt,https://ipfs.io/ipfs/QmbDwwYuPmjPjL84jM2XCum7EFrtc33pjWBhMdKMFCdPXt,Mic_Shaped_Charge_Demo,site/docs/Mic/Demo_of_shape_charge.mdx,Demo_of_shape_charge.mdx,Mic_Overview,false,Demonstration of a real shaped charge detonating (large smoke cloud); skeptic counterargument to the exploding-mic theory. Original video by @Trillion0x.,https://x.com/troofevades/status/2071072788132118610
2071074071404798401.mp4,Qmbmk5C2fTbsxtWv4nnPNjsorjy9DRShPi811ZikJ8DvB2,https://ipfs.io/ipfs/Qmbmk5C2fTbsxtWv4nnPNjsorjy9DRShPi811ZikJ8DvB2,Gov_Frey_Effect_V2K,site/docs/Gov_Mind_Control/frey-effect-v2k.mdx,frey-effect-v2k.mdx,Gov_Mind_Control,false,Microwave Hearing / Frey Effect / V2K explainer with audio demo attributed to CIA-DARPA Project Pandora microwave voice-to-skull technology,https://x.com/UAPLuigi/status/2071074071404798401
2071736376215920842.mp4,QmWnQXa9n7UQWEtGHVHMNVr8kmN7gYR9brubAPSj3xR4uD,https://ipfs.io/ipfs/QmWnQXa9n7UQWEtGHVHMNVr8kmN7gYR9brubAPSj3xR4uD,ProofIntel_State,site/docs/Proof_Intel_Services/State_Actors_Professional_Hit.mdx,State_Actors_Professional_Hit.mdx,Proof_Intel_Services,false,Benny Johnson says there is reason to believe CK was a professional hit job and considerable evidence of state actors involved,https://x.com/CatQuestionsAll/status/2071736376215920842
2072021982296551765.mp4,QmYfryta9zQRs6W6qCctfvz4MZjo3p8x7wzCSEVR8mK6KJ,https://ipfs.io/ipfs/QmYfryta9zQRs6W6qCctfvz4MZjo3p8x7wzCSEVR8mK6KJ,Influencers_podcasts_baron,site/docs/Influencers/podcasts-baron.mdx,podcasts-baron.mdx,Influencers,false,Baron Coleman alleges bulletproof evidence of a multi-agency cover-up framing Tyler Robinson,https://x.com/IGraceAshford/status/2072021982296551765
2072814926133866634.mp4,QmWpQUf5HajEXF8SV3ZTSGB377HUruL7GLPUbr7ByHAQkh,https://ipfs.io/ipfs/QmWpQUf5HajEXF8SV3ZTSGB377HUruL7GLPUbr7ByHAQkh,Mic_AES_Company,site/docs/Mic/AES.mdx,AES.mdx,Mic_Overview,false,"Paralegal analyzes AES USASpending.gov DoD contract for miniature anti-personnel demolition devices, ties to Kirk mic theory",https://x.com/mistressdivy/status/2072814926133866634
2072814926133866634.mp4,QmWpQUf5HajEXF8SV3ZTSGB377HUruL7GLPUbr7ByHAQkh,https://ipfs.io/ipfs/QmWpQUf5HajEXF8SV3ZTSGB377HUruL7GLPUbr7ByHAQkh,Mic_DoD_Contract,site/docs/Mic/DoD_Contract.mdx,DoD_Contract.mdx,Mic_Overview,false,"Paralegal analyzes AES USASpending.gov DoD contract for miniature anti-personnel demolition devices, ties to Kirk mic theory",https://x.com/mistressdivy/status/2072814926133866634
2074257725697970542.mp4,QmbNQzjHMfZpLqKL7uVQxstB7Bw6befeXkQzGdsXNWY9GY,https://ipfs.io/ipfs/QmbNQzjHMfZpLqKL7uVQxstB7Bw6befeXkQzGdsXNWY9GY,LawEnf_officer_bagley_bodycam,site/docs/Law_Enforcement/officer-bagley-bodycam.mdx,officer-bagley-bodycam.mdx,Law_Enforcement,false,"Clip captioned ""Officer Bagley body cam dies on roof"" — claim that a UVU-area officer body camera stopped recording on the rooftop",https://x.com/JOKAQARMY1/status/2074257725697970542
2074257725697970542.mp4,QmbNQzjHMfZpLqKL7uVQxstB7Bw6befeXkQzGdsXNWY9GY,https://ipfs.io/ipfs/QmbNQzjHMfZpLqKL7uVQxstB7Bw6befeXkQzGdsXNWY9GY,Law_Enforcement,site/docs/Law_Enforcement/overview.mdx,overview.mdx,,false,"Clip captioned ""Officer Bagley body cam dies on roof"" — claim that a UVU-area officer body camera stopped recording on the rooftop",https://x.com/JOKAQARMY1/status/2074257725697970542
2075191642366054733.mp4,QmWxfDTeJekGmhRvHz1kCZvKnA38L6y4BpZAjPuC6FGKDg,https://ipfs.io/ipfs/QmWxfDTeJekGmhRvHz1kCZvKnA38L6y4BpZAjPuC6FGKDg,Distraction_Andrew_Piskadlo,site/docs/distraction_people/Andrew_Piskadlo.mdx,Andrew_Piskadlo.mdx,Distraction_People,false,Police scanner breakdown — shifting story of Zach Qureshi/Andrew Piskadlo going hospital to hospital; Nissan Armada turns out to be FBI; non-existent DMV plate,https://x.com/iluminomoly/status/2075191642366054733
2075191642366054733.mp4,QmWxfDTeJekGmhRvHz1kCZvKnA38L6y4BpZAjPuC6FGKDg,https://ipfs.io/ipfs/QmWxfDTeJekGmhRvHz1kCZvKnA38L6y4BpZAjPuC6FGKDg,Distraction_Zachariah_Qureshi,site/docs/distraction_people/Zachariah_Qureshi.mdx,Zachariah_Qureshi.mdx,Distraction_People,false,Police scanner breakdown — shifting story of Zach Qureshi/Andrew Piskadlo going hospital to hospital; Nissan Armada turns out to be FBI; non-existent DMV plate,https://x.com/iluminomoly/status/2075191642366054733
2075290171105288315.mp4,QmR3y2v5F5uHzCrUJ79s8M2bKoFqPi3cBY2KZvrFabq3oj,https://ipfs.io/ipfs/QmR3y2v5F5uHzCrUJ79s8M2bKoFqPi3cBY2KZvrFabq3oj,Court_Cellebrite,site/docs/court/Cellebrite.mdx,Cellebrite.mdx,Court,false,Utah v. Robinson testimony — Agent Davis confirms a Cellebrite (Israeli firm) extraction on Lance Twiggs phone; Robinson-Twiggs texts Sept 10-11,https://x.com/realstewpeters/status/2075290171105288315
2075290171105288315.mp4,QmR3y2v5F5uHzCrUJ79s8M2bKoFqPi3cBY2KZvrFabq3oj,https://ipfs.io/ipfs/QmR3y2v5F5uHzCrUJ79s8M2bKoFqPi3cBY2KZvrFabq3oj,Court_Phone_Extraction,site/docs/court/Phone_Extraction.mdx,Phone_Extraction.mdx,Court,false,Utah v. Robinson testimony — Agent Davis confirms a Cellebrite (Israeli firm) extraction on Lance Twiggs phone; Robinson-Twiggs texts Sept 10-11,https://x.com/realstewpeters/status/2075290171105288315
2075290171105288315.mp4,QmR3y2v5F5uHzCrUJ79s8M2bKoFqPi3cBY2KZvrFabq3oj,https://ipfs.io/ipfs/QmR3y2v5F5uHzCrUJ79s8M2bKoFqPi3cBY2KZvrFabq3oj,Court_Twiggs_Phone,site/docs/court/Twiggs_Phone.mdx,Twiggs_Phone.mdx,Court,false,Utah v. Robinson testimony — Agent Davis confirms a Cellebrite (Israeli firm) extraction on Lance Twiggs phone; Robinson-Twiggs texts Sept 10-11,https://x.com/realstewpeters/status/2075290171105288315
2075531573907071094.mp4,QmZWuQH5Mf1mY5SP2C9HHvRFrSRcp8xLmw8RgKfRXypA9g,https://ipfs.io/ipfs/QmZWuQH5Mf1mY5SP2C9HHvRFrSRcp8xLmw8RgKfRXypA9g,Defamation_Harpole_Owens,site/docs/Defamation/Brian_Harpole_Candace_Defemation.mdx,Brian_Harpole_Candace_Defemation.mdx,Defamation,false,Every district/magistrate judge in M.D. Tennessee recused from Brian Harpole defamation suit vs Candace Owens; 6th Cir. bringing outside judge. Includes Candace Owens clip on the public-figure argument.,https://x.com/IGraceAshford/status/2075531573907071094
2038934507307343872.mp4,QmZVGZwPZdReTvU8cr24npmC6gZ5MyYiSkq322JpMbkq6N,https://ipfs.io/ipfs/QmZVGZwPZdReTvU8cr24npmC6gZ5MyYiSkq322JpMbkq6N,People_tyler_robinson,site/docs/People/tyler-robinson.mdx,tyler-robinson.mdx,People,false,"Candace Owens frame-by-frame on the tent footage — argues the round did not go through, no blood traveling backward, and states she will never accept that a .30-06 killed Charlie Kirk",https://x.com/i/status/2038934507307343872
kirk-parents-hearing-3006.mp4,Qmf6Casz7pgf4NCqM5HAboiojbSUTQn8pdVNvFbTss818i,https://ipfs.io/ipfs/Qmf6Casz7pgf4NCqM5HAboiojbSUTQn8pdVNvFbTss818i,People_tyler_robinson,site/docs/People/tyler-robinson.mdx,tyler-robinson.mdx,People,false,Kirk-family counsel Jeffrey Nyman asks the court to make all preliminary-hearing evidence public with no redactions; commentator then challenges how a .30-06 round could be stopped by neck soft tissue,
2026310419405504514.mp4,QmRBuUECxj3RKwSJoLRee3NUrdumTeBv199iwmkYuE1VJ6,https://ipfs.io/ipfs/QmRBuUECxj3RKwSJoLRee3NUrdumTeBv199iwmkYuE1VJ6,People_tyler_robinson,site/docs/People/tyler-robinson.mdx,tyler-robinson.mdx,People,false,"Ballistic-gel head-model .30-06 terminal-ballistics demonstration (normal speed + high-speed slow motion), circulated as a rebuttal to the official account; no spoken commentary",https://x.com/i/status/2026310419405504514
2047113133903495513.mp4,Qmf861VfyBj9LHr5yLVhN1ugZG6B1ZppVgWUY5HFVyrz3g,https://ipfs.io/ipfs/Qmf861VfyBj9LHr5yLVhN1ugZG6B1ZppVgWUY5HFVyrz3g,People_tyler_robinson,site/docs/People/tyler-robinson.mdx,tyler-robinson.mdx,People,false,Brig. Gen. Blaine Holt and Rob O'Neill (bin Laden SEAL killer) on NEWSMAX — O'Neill rejects the spine-stopped-the-bullet explanation for a .30-06,https://x.com/jamiburns45/status/2047113133903495513?s=20
